Debit/Credit,Date,Description,Table Heading, Amount , Outstanding Balance ,,,In QB?,Date,Account
Debit,2/10/2022,Card Purchase 02/10 Amzn Mktp US*Hv7827A Amzn.Com/Bill WA Card 4199,Atm & Debit Card Withdrawals,-10.94,"800,360.57",,0,,,
Debit,2/10/2022,Card Purchase 02/10 Amzn Mktp US*Qp1M41T Amzn.Com/Bill WA Card 4199,Atm & Debit Card Withdrawals,-299.34,"800,061.23",,0,,,
Debit,2/10/2022,Card Purchase 02/09 Amzn Mktp US*Dt6Zw9L Amzn.Com/Bill WA Card 4199,Atm & Debit Card Withdrawals,-16.41,"800,044.82",,0,,,
Debit,2/10/2022,Card Purchase 02/10 Amzn Mktp US*G785U8C Amzn.Com/Bill WA Card 4199,Atm & Debit Card Withdrawals,-10.71,"800,034.11",,0,,,
Debit,2/10/2022,Card Purchase 02/10 Amazon.Com*NJ7706683 Amzn.Com/Bill WA Card 4199,Atm & Debit Card Withdrawals,-75.06,"799,959.05",,0,,,
Debit,2/10/2022,Card Purchase 02/09 Amzn Mktp US*855Bk2O Amzn.Com/Bill WA Card 4199,Atm & Debit Card Withdrawals,-10.94,"799,948.11",,0,,,
Debit,2/10/2022,Card Purchase 02/09 Amzn Mktp US*Y46Tq4L Amzn.Com/Bill WA Card 4199,Atm & Debit Card Withdrawals,-90.89,"799,857.22",,0,,,
Credit,2/10/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220209 CO Entry,Deposits And Additions,"1,160.00","801,017.22",,0,,,
Credit,2/11/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220210 CO Entry,Deposits And Additions,"4,645.00","805,662.22",,0,,,
Debit,2/11/2022,Card Purchase 02/10 Fedex 346448564 800-4633339 TN Card 4199,Atm & Debit Card Withdrawals,-69.03,"805,593.19",,0,,,
Debit,2/11/2022,Card Purchase 02/10 Fedex 440879851 800-4633339 TN Card 4199,Atm & Debit Card Withdrawals,-189.21,"805,403.98",,0,,,
Credit,2/14/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220213 CO Entry,Deposits And Additions,110,"805,513.98",,0,,,
Credit,2/14/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220213 CO Entry,Deposits And Additions,825,"806,338.98",,0,,,
Credit,2/14/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220211 CO Entry,Deposits And Additions,"1,775.00","808,113.98",,0,,,
Credit,2/15/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220214 CO Entry,Deposits And Additions,"2,165.00","810,278.98",,0,,,
Debit,2/15/2022,Recurring Card Purchase 02/15 Dropbox Cnlzcmd358Ln 141-58576933 CA Card 4199,Atm & Debit Card Withdrawals,-119.88,"810,159.10",,0,,,
Credit,2/16/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220215 CO Entry,Deposits And Additions,995,"811,154.10",,0,,,
Debit,2/16/2022,Card Purchase 02/15 Reattendance Ltd Banbury Card 4199,Atm & Debit Card Withdrawals,-109,"811,045.10",,0,,,
Debit,2/17/2022,Card Purchase 02/17 Google *Google Stora G.CO/Helppay# CA Card 4199,Atm & Debit Card Withdrawals,-9.99,"811,035.11",,0,,,
Credit,2/17/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220216 CO Entry,Deposits And Additions,"1,345.00","812,380.11",,0,,,
Credit,2/18/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220217 CO Entry,Deposits And Additions,"2,625.00","815,005.11",,0,,,
Debit,2/18/2022,Orig CO Name:Venmo Orig ID:3264681992 Desc Date:220217 CO Entry,Electronic Withdrawals,-32.61,"814,972.50",,0,,,
Debit,2/18/2022,Orig CO Name:Venmo Orig ID:3264681992 Desc Date:220217 CO Entry,Electronic Withdrawals,-293,"814,679.50",,0,,,
Debit,2/22/2022,Card Purchase 02/20 Fedex 442079749 800-4633339 TN Card 4199,Atm & Debit Card Withdrawals,-45.05,"814,634.45",,0,,,
Credit,2/22/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220220 CO Entry,Deposits And Additions,830,"815,464.45",,0,,,
Credit,2/22/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220221 CO Entry,Deposits And Additions,165,"815,629.45",,0,,,
Credit,2/22/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220218 CO Entry,Deposits And Additions,"1,600.00","817,229.45",,0,,,
Credit,2/22/2022,Orig CO Name:Harpercollins-Ha Orig ID:5568227951 Desc Date:220222 CO Entry,Deposits And Additions,990,"818,219.45",,0,,,
Credit,2/22/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220220 CO Entry,Deposits And Additions,550,"818,769.45",,0,,,
Credit,2/23/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220222 CO Entry,Deposits And Additions,"1,640.00","820,409.45",,0,,,
Debit,2/24/2022,Card Purchase 02/24 Amzn Mktp US*1I5Ol4A Amzn.Com/Bill WA Card 4199,Atm & Debit Card Withdrawals,-75.56,"820,333.89",,0,,,
Debit,2/24/2022,Card Purchase 02/24 Amzn Mktp US*1B28K4K Amzn.Com/Bill WA Card 4199,Atm & Debit Card Withdrawals,-75.12,"820,258.77",,0,,,
Credit,2/24/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220223 CO Entry,Deposits And Additions,"2,005.00","822,263.77",,0,,,
Credit,2/25/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220224 CO Entry,Deposits And Additions,"1,955.00","824,218.77",,0,,,
Credit,2/28/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220227 CO Entry,Deposits And Additions,540,"824,758.77",,0,,,
Credit,2/28/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220225 CO Entry,Deposits And Additions,"1,820.00","826,578.77",,0,,,
Credit,2/28/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220227 CO Entry,Deposits And Additions,"2,045.00","828,623.77",,0,,,
Debit,2/28/2022,Card Purchase 02/25 Reattendance Ltd Banbury Card 4199,Atm & Debit Card Withdrawals,-763,"827,860.77",,0,,,
Debit,3/1/2022,Card Purchase 02/28 Vmo*Vimeo.Com 646-470-8422 NY Card 4199,Atm & Debit Card Withdrawals,-396.33,"827,464.44",,0,,,
Credit,3/1/2022,Remote Online Deposit 1,Deposits And Additions,175,"827,639.44",,0,,,
Credit,3/1/2022,Remote Online Deposit 1,Deposits And Additions,220,"827,859.44",,0,,,
Credit,3/1/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220228 CO Entry,Deposits And Additions,740,"828,599.44",,0,,,
Credit,3/1/2022,Remote Online Deposit 1,Deposits And Additions,"1,210.00","829,809.44",,0,,,
Credit,3/1/2022,Remote Online Deposit 1,Deposits And Additions,"1,500.00","831,309.44",,0,,,
Credit,3/1/2022,Remote Online Deposit 1,Deposits And Additions,"1,800.00","833,109.44",,0,,,
Debit,3/1/2022,Card Purchase 02/28 Amazon.Com*1I1Qc6IX0 Amzn.Com/Bill WA Card 4199,Atm & Debit Card Withdrawals,"-1,950.00","831,159.44",,0,,,
Credit,3/1/2022,Remote Online Deposit 1,Deposits And Additions,440,"831,599.44",,0,,,
Credit,3/2/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220301 CO Entry,Deposits And Additions,"1,505.00","833,104.44",,0,,,
Debit,3/2/2022,Recurring Card Purchase 03/01 Linode 855-454-6633 PA Card 4199,Atm & Debit Card Withdrawals,-30,"833,074.44",,0,,,
Debit,3/2/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220228 CO Entry,Electronic Withdrawals,"-1,974.68","831,099.76",,0,,,
Debit,3/3/2022,Recurring Card Purchase 03/02 Eig*Constantcontact.CO 855-2295506 MA Card 4199,Atm & Debit Card Withdrawals,-103.44,"830,996.32",,0,,,
Credit,3/3/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220302 CO Entry,Deposits And Additions,"1,760.00","832,756.32",,0,,,
Credit,3/4/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220303 CO Entry,Deposits And Additions,85,"832,841.32",,0,,,
Credit,3/7/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220304 CO Entry,Deposits And Additions,250,"833,091.32",,0,,,
Credit,3/7/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220306 CO Entry,Deposits And Additions,330,"833,421.32",,0,,,
Debit,3/8/2022,Card Purchase 03/08 Amzn Mktp US*1W5P85W Amzn.Com/Bill WA Card 4199,Atm & Debit Card Withdrawals,-21.76,"833,399.56",,0,,,
Credit,3/9/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220308 CO Entry,Deposits And Additions,165,"833,564.56",,0,,,
Credit,3/10/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220309 CO Entry,Deposits And Additions,330,"833,894.56",,0,,,
Credit,3/10/2022,Online Transfer From Chk ...7365 Transaction#: 13848634925,Deposits And Additions,"12,500.00","846,394.56",,0,,,
Credit,3/11/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220310 CO Entry,Deposits And Additions,300,"846,694.56",,0,,,
Credit,3/14/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220311 CO Entry,Deposits And Additions,165,"846,859.56",,0,,,
Credit,3/14/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220313 CO Entry,Deposits And Additions,165,"847,024.56",,0,,,
Credit,3/14/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220313 CO Entry,Deposits And Additions,85,"847,109.56",,0,,,
Debit,3/14/2022,Orig CO Name:Esli Sugich Musi Orig ID:9215986202 Desc Date:220312 CO Entry,Electronic Withdrawals,-150,"846,959.56",,0,,,
Credit,3/15/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220314 CO Entry,Deposits And Additions,165,"847,124.56",,0,,,
Debit,3/16/2022,Recurring Card Purchase 03/15 Reattendance Ltd Banbury Card 4199,Atm & Debit Card Withdrawals,-109,"847,015.56",,0,,,
Debit,3/17/2022,Card Purchase 03/16 Google*Ads2117630056 Support.Googl CA Card 4199,Atm & Debit Card Withdrawals,-500,"846,515.56",,0,,,
Debit,3/18/2022,Recurring Card Purchase 03/17 Google *Google Storag 855-836-3987 CA Card 4199,Atm & Debit Card Withdrawals,-9.99,"846,505.57",,0,,,
Credit,3/21/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220320 CO Entry,Deposits And Additions,390,"846,895.57",,0,,,
Debit,3/21/2022,"03/21 Online Domestic Wire Transfer Via: Citizens Bank, NA/011500120 A/C: Aba/211070175",Electronic Withdrawals,"-5,597.46","841,298.11",,0,,,
Credit,3/22/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220321 CO Entry,Deposits And Additions,165,"841,463.11",,0,,,
Credit,3/25/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220324 CO Entry,Deposits And Additions,165,"841,628.11",,0,,,
Credit,3/28/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220325 CO Entry,Deposits And Additions,165,"841,793.11",,0,,,
Credit,3/29/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220328 CO Entry,Deposits And Additions,60,"841,853.11",,0,,,
Debit,3/31/2022,"Zelle Payment To Janet Benson, Inc. 14003469734",Electronic Withdrawals,"-1,547.94","840,305.17",,0,,,
Debit,3/31/2022,Zelle Payment To Seija Rankin 14003522334,Electronic Withdrawals,"-1,000.00","839,305.17",,0,,,
Credit,3/31/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220330 CO Entry,Deposits And Additions,165,"839,470.17",,0,,,
Debit,4/1/2022,"04/01 Online Domestic Wire Transfer Via: Citizens Bank, NA/011500120 A/C: Aba/211070175",Electronic Withdrawals,"-27,049.24","812,420.93",,0,,,
Debit,4/1/2022,04/01 Online Domestic Wire Transfer Via: F121000358/121000358 A/C: Interq Research LLC,Electronic Withdrawals,"-6,500.00","805,920.93",,0,,,
Debit,4/1/2022,04/01 Online Transfer To Chk ...7365 Transaction#: 14009902560,Electronic Withdrawals,"-2,000.00","803,920.93",,0,,,
Debit,4/1/2022,"04/01 Online Payment 14009367112 To Tva, Inc",Electronic Withdrawals,"-5,000.00","798,920.93",,0,,,
Debit,4/1/2022,04/01 Online Domestic Wire Transfer A/C: The Samonte Group LLC Los Angeles CA,Electronic Withdrawals,"-21,000.00","777,920.93",,0,,,
Debit,4/1/2022,04/01 Online Transfer To Chk ...7365 Transaction#: 14008876144,Electronic Withdrawals,"-22,250.00","755,670.93",,0,,,
Debit,4/1/2022,04/01 Online Transfer To Chk ...7365 Transaction#: 14008867191,Electronic Withdrawals,"-7,350.00","748,320.93",,0,,,
Debit,4/1/2022,04/01 Online Payment 14008831498 To Bhai Inc,Electronic Withdrawals,"-50,000.00","698,320.93",,0,,,
Debit,4/1/2022,04/01 Online Payment 14008966244 To Sarah Christensen Fu,Electronic Withdrawals,"-6,100.00","692,220.93",,0,,,
Debit,4/4/2022,"04/04 Online Domestic Wire Transfer Via: Citizens Bank, NA/011500120 A/C: Aba/211070175",Electronic Withdrawals,"-11,620.57","680,600.36",,0,,,
Credit,4/4/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220403 CO Entry,Deposits And Additions,123.75,"680,724.11",,0,,,
Debit,4/4/2022,Recurring Card Purchase 04/02 Eig*Constantcontact.CO 855-2295506 MA Card 4199,Atm & Debit Card Withdrawals,-136.1,"680,588.01",,0,,,
Debit,4/4/2022,Card Purchase 04/02 Google*Ads2117630056 Support.Googl CA Card 4199,Atm & Debit Card Withdrawals,-301.43,"680,286.58",,0,,,
Credit,4/4/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220403 CO Entry,Deposits And Additions,495,"680,781.58",,0,,,
Debit,4/4/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220331 CO Entry,Electronic Withdrawals,-301.53,"680,480.05",,0,,,
Debit,4/4/2022,Orig CO Name:Branch & Bramble Orig ID:9215986202 Desc Date:220404 CO Entry,Electronic Withdrawals,"-3,375.00","677,105.05",,0,,,
Debit,4/4/2022,Recurring Card Purchase 04/01 Linode 855-454-6633 PA Card 4199,Atm & Debit Card Withdrawals,-30,"677,075.05",,0,,,
Debit,4/4/2022,"04/04 Online Domestic Wire Transfer Via: Citizens Bank, NA/011500120 A/C: Aba/211070175",Electronic Withdrawals,"-27,049.24","650,025.81",,0,,,
Debit,4/4/2022,04/04 Online International Wire Transfer A/C: Coutts And CO Essex United Kingdom Sso O-Ej,Electronic Withdrawals,"-18,500.00","631,525.81",,0,,,
Debit,4/4/2022,04/04 Online Domestic Wire Transfer Via: Peoples Bank/221172186 A/C: Audiofile Publications,Electronic Withdrawals,"-20,230.00","611,295.81",,0,,,
Debit,4/5/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220404 CO Entry,Electronic Withdrawals,-825,"610,470.81",,0,,,
Debit,4/5/2022,Card Purchase 04/03 Book Industry Charitab 734-4774789 MI Card 4199,Atm & Debit Card Withdrawals,"-1,035.00","609,435.81",,0,,,
Credit,4/7/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220406 CO Entry,Deposits And Additions,233.75,"609,669.56",,0,,,
Debit,4/8/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220407 CO Entry,Electronic Withdrawals,-195,"609,474.56",,0,,,
Credit,4/8/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220407 CO Entry,Deposits And Additions,690,"610,164.56",,0,,,
Credit,4/11/2022,Orig CO Name:Paypal Orig ID:Paypalsd11 Desc Date:220410 CO Entry,Deposits And Additions,586.08,"610,750.64",,0,,,
Credit,4/11/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220408 CO Entry,Deposits And Additions,330,"611,080.64",,0,,,
Credit,4/14/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220413 CO Entry,Deposits And Additions,25,"611,105.64",,0,,,
Credit,4/15/2022,Online Transfer From Chk ...7365 Transaction#: 14126221569,Deposits And Additions,"5,000.00","616,105.64",,0,,,
Credit,4/18/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220415 CO Entry,Deposits And Additions,373.75,"616,479.39",,0,,,
Credit,4/18/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220417 CO Entry,Deposits And Additions,165,"616,644.39",,0,,,
Debit,4/18/2022,Recurring Card Purchase 04/15 Reattendance Ltd Banbury Card 4199,Atm & Debit Card Withdrawals,-109,"616,535.39",,0,,,
Credit,4/18/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220417 CO Entry,Deposits And Additions,123.75,"616,659.14",,0,,,
Debit,4/18/2022,Card Purchase 04/17 Google *Google Stora G.CO/Helppay# CA Card 4199,Atm & Debit Card Withdrawals,-9.99,"616,649.15",,0,,,
Credit,4/19/2022,Orig CO Name:6800Forte Busine Orig ID:1813898207 Desc Date: CO Entry,Deposits And Additions,"27,049.24","643,698.39",,0,,,
Debit,4/19/2022,Orig CO Name:Caitlynpaxs Orig ID:770510487C Desc Date: CO Entry Descr:Iat,Electronic Withdrawals,"-1,004.99","642,693.40",,0,,,
Credit,4/22/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220421 CO Entry,Deposits And Additions,247.5,"642,940.90",,0,,,
Credit,4/25/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220424 CO Entry,Deposits And Additions,123.75,"643,064.65",,0,,,
Credit,4/25/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220422 CO Entry,Deposits And Additions,123.75,"643,188.40",,0,,,
Credit,4/27/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220426 CO Entry,Deposits And Additions,247.5,"643,435.90",,0,,,
Credit,4/27/2022,Remote Online Deposit 1,Deposits And Additions,110,"643,545.90",,0,,,
Credit,4/28/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220427 CO Entry,Deposits And Additions,"1,747.50","645,293.40",,0,,,
Credit,4/29/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220428 CO Entry,Deposits And Additions,123.75,"645,417.15",,0,,,
Debit,4/29/2022,Orig CO Name:Granite Insuranc Orig ID:2472319830 Desc Date:220428 CO Entry,Electronic Withdrawals,-936.33,"644,480.82",,0,,,
Debit,5/2/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220430 CO Entry,Electronic Withdrawals,-532.27,"643,948.55",,0,,,
Debit,5/2/2022,Recurring Card Purchase 05/01 Linode 855-454-6633 PA Card 4199,Atm & Debit Card Withdrawals,-30,"643,918.55",,0,,,
Credit,5/2/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220430 CO Entry,Deposits And Additions,"5,000.00","648,918.55",,0,,,
Credit,5/2/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220429 CO Entry,Deposits And Additions,495,"649,413.55",,0,,,
Credit,5/3/2022,Orig CO Name:Apple Inc. Orig ID:8942404110 Desc Date: CO Entry,Deposits And Additions,"20,000.00","669,413.55",,0,,,
Debit,5/3/2022,Recurring Card Purchase 05/02 Eig*Constantcontact.CO 855-2295506 MA Card 4199,Atm & Debit Card Withdrawals,-136.1,"669,277.45",,0,,,
Debit,5/4/2022,Service Charges For The Month of April,Fees,-75,"669,202.45",,0,,,
Credit,5/6/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220505 CO Entry,Deposits And Additions,275,"669,477.45",,0,,,
Credit,5/9/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220506 CO Entry,Deposits And Additions,225,"669,702.45",,0,,,
Credit,5/10/2022,Online Transfer From Chk ...7365 Transaction#: 14313568721,Deposits And Additions,"3,525.00","673,227.45",,0,,,
Credit,5/11/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220510 CO Entry,Deposits And Additions,123.75,"673,351.20",,0,,,
Credit,5/12/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220511 CO Entry,Deposits And Additions,225,"673,576.20",,0,,,
Debit,5/13/2022,"Zelle Payment To Janet Benson, Inc. 14341217380",Electronic Withdrawals,-599.88,"672,976.32",,0,,,
Debit,5/13/2022,Card Purchase 05/12 Eataly NY Fidi Salido New York NY Card 4199,Atm & Debit Card Withdrawals,-199.39,"672,776.93",,0,,,
Credit,5/16/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220513 CO Entry,Deposits And Additions,873.75,"673,650.68",,0,,,
Credit,5/16/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220515 CO Entry,Deposits And Additions,165,"673,815.68",,0,,,
Debit,5/16/2022,Recurring Card Purchase 05/15 Reattendance Ltd Banbury Card 4199,Atm & Debit Card Withdrawals,-109,"673,706.68",,0,,,
Credit,5/16/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220515 CO Entry,Deposits And Additions,123.75,"673,830.43",,0,,,
Credit,5/17/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220516 CO Entry,Deposits And Additions,123.75,"673,954.18",,0,,,
Debit,5/18/2022,Recurring Card Purchase 05/17 Google *Google Storag 855-836-3987 CA Card 4199,Atm & Debit Card Withdrawals,-9.99,"673,944.19",,0,,,
Debit,5/18/2022,Zelle Payment To Anthony Ramos Jpm999Bz08F9,Electronic Withdrawals,"-1,000.00","672,944.19",,0,,,
Debit,5/19/2022,05/19 Online Domestic Wire Transfer Via: Itasca Bank/071922175 A/C: Cristaux International,Electronic Withdrawals,"-2,665.26","670,278.93",,0,,,
Debit,5/19/2022,"05/19 Online Domestic Wire Transfer Via: Citizens Bank, NA/011500120 A/C: Aba/211070175",Electronic Withdrawals,"-13,554.91","656,724.02",,0,,,
Credit,5/19/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220518 CO Entry,Deposits And Additions,247.5,"656,971.52",,0,,,
Credit,5/19/2022,Online Transfer From Chk ...7365 Transaction#: 14377973592,Deposits And Additions,"4,725.00","661,696.52",,0,,,
Debit,5/19/2022,05/19 Online Payment 14377093624 To Bailey Duquette,Electronic Withdrawals,"-3,800.00","657,896.52",,0,,,
Debit,5/19/2022,"05/19 Online Domestic Wire Transfer Via: Citizens Bank, NA/011500120 A/C: Aba/211070175",Electronic Withdrawals,"-5,184.78","652,711.74",,0,,,
Debit,5/20/2022,05/20 Online Payment 14390438061 To Kristen Arnett,Electronic Withdrawals,"-1,000.00","651,711.74",,0,,,
Debit,5/20/2022,05/20 Online Payment 14390523376 To Gigi Getty,Electronic Withdrawals,"-1,000.00","650,711.74",,0,,,
Credit,5/20/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220519 CO Entry,Deposits And Additions,25,"650,736.74",,0,,,
Credit,5/20/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220519 CO Entry,Deposits And Additions,0.04,"650,736.78",,0,,,
Credit,5/23/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220522 CO Entry,Deposits And Additions,123.75,"650,860.53",,0,,,
Credit,5/25/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220524 CO Entry,Deposits And Additions,165,"651,025.53",,0,,,
Debit,5/26/2022,Orig CO Name:Cristaux Interna Orig ID:0383913206 Desc Date:220525 CO Entry,Electronic Withdrawals,-195.82,"650,829.71",,0,,,
Credit,5/27/2022,Orig CO Name:Bankcard-8566 Orig ID:1592126793 Desc Date:220526 CO Entry,Deposits And Additions,247.5,"651,077.21",,0,,,
